Pacote,Tempo_ms,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Temp_MPU(C),Temp_BMP(C),Pressao(hPa),Altitude(m),Temp_SHT(C),Umidade_SHT(%),Temp_DS18B20(C)
1594,1183934,-1.32,-0.81,10.95,-0.00,0.00,-0.03,30.80,28.20,974.15,330.71,27.93,52.37,28.00
1595,1184673,-1.34,-0.82,10.93,-0.00,0.00,-0.03,30.79,28.21,974.16,330.69,27.94,52.35,28.00
1596,1185412,-1.33,-0.81,10.97,-0.07,-0.07,-0.07,25.98,28.21,974.16,330.68,27.93,52.37,28.00
1597,1186151,-1.33,-0.79,10.96,-0.00,0.00,-0.03,30.79,28.21,974.16,330.69,27.94,52.37,27.94
1598,1186890,-1.34,-0.80,10.94,-0.00,0.00,-0.03,30.79,28.21,974.16,330.64,27.93,52.35,28.00
1599,1187629,-1.33,-0.79,10.95,-0.00,-0.00,-0.03,30.81,28.21,974.16,330.66,27.93,52.38,28.00
1600,1188368,-1.35,-0.81,10.99,-0.00,0.00,-0.03,30.79,28.21,974.16,330.67,27.94,52.36,28.00
1601,1189107,-1.34,-0.79,10.95,-0.00,0.00,-0.03,30.82,28.21,974.16,330.65,27.94,52.38,28.00
1602,1189846,-1.33,-0.80,10.96,-0.00,-0.07,-0.07,30.82,28.21,974.16,330.67,27.93,52.37,27.94
1603,1190634,0.00,22.17,8.27,-0.32,-3.82,0.00,84.81,28.21,974.16,330.68,27.93,52.36,28.00
1604,1191373,-1.34,-0.81,10.96,-0.00,0.00,-0.03,30.81,28.21,974.16,330.68,27.94,52.38,28.00
1605,1192112,-1.34,-0.80,10.94,-0.00,0.00,-0.03,30.79,28.21,974.16,330.68,27.95,52.34,28.00
1606,1192851,-1.33,-0.79,10.96,-0.00,0.00,-0.03,30.82,28.21,974.16,330.68,27.93,52.33,28.00
1607,1193590,-1.35,-0.77,10.98,-0.00,0.00,-0.03,30.82,28.22,974.16,330.67,27.95,52.37,28.00
1608,1194329,-1.33,-0.78,10.94,-0.00,0.00,-0.03,30.82,28.22,974.16,330.69,27.93,52.33,28.00
1609,1195068,-1.33,-0.79,10.96,-0.00,0.00,-0.03,30.80,28.22,974.15,330.71,27.94,52.38,28.00
1610,1195807,-1.33,-0.80,10.97,-0.00,0.00,-0.03,30.82,28.22,974.15,330.73,27.93,52.37,28.00
1611,1196546,-1.30,-0.83,10.95,-0.00,0.00,-0.03,30.81,28.22,974.15,330.76,27.97,52.35,28.00
1612,1197285,-1.31,-0.81,10.95,-0.00,0.00,-0.03,30.80,28.22,974.15,330.74,27.95,52.35,28.00
1613,1198075,-2.69,-1.62,21.94,-0.00,0.00,-0.03,30.81,28.22,974.15,330.75,27.94,52.38,28.00
1614,1198815,-1.34,-0.82,10.95,-0.01,0.00,-0.12,30.82,28.22,974.15,330.78,27.95,52.36,28.00
1615,1199554,-1.33,-0.78,10.96,-0.00,0.00,-0.03,30.83,28.22,974.15,330.78,27.94,52.36,28.00
1616,1200293,-1.32,-0.79,10.95,-0.00,0.00,-0.03,30.83,28.22,974.14,330.80,27.95,52.40,28.00
1617,1201032,-1.34,-0.79,10.96,-0.00,0.00,-0.03,30.82,28.22,974.14,330.82,27.95,52.36,28.00
1618,1201771,-1.30,-0.81,10.92,-0.00,0.00,-0.03,30.82,28.22,974.15,330.77,27.97,52.38,28.00
1619,1202510,-1.31,-0.80,10.97,-0.00,0.00,-0.03,30.81,28.22,974.15,330.77,27.94,52.36,28.00
1620,1203249,-1.35,-0.79,10.96,-0.00,0.00,-0.03,30.80,28.23,974.15,330.74,27.95,52.32,28.00
1621,1203988,-1.33,-0.80,11.00,-0.00,0.00,-0.03,30.81,28.23,974.15,330.77,27.97,52.37,28.00
1622,1204727,-1.31,-0.80,10.96,-0.00,0.00,-0.03,30.79,28.23,974.15,330.75,27.95,52.36,28.06
1623,1205466,-1.31,-0.78,10.94,-0.00,-0.00,-0.03,30.80,28.23,974.15,330.76,27.95,52.36,28.06
1624,1206205,-1.33,-0.81,10.96,-0.00,0.00,-0.03,30.81,28.23,974.14,330.79,27.97,52.33,28.00
1625,1206944,-1.33,-0.78,10.93,-0.00,0.00,-0.03,30.80,28.23,974.15,330.78,27.95,52.40,28.06
1626,1207683,-2.64,-1.60,21.92,-0.00,0.00,-0.03,30.83,28.23,974.14,330.80,27.97,52.35,28.06
1627,1208422,-1.34,-0.79,10.96,-0.00,0.00,-0.03,30.83,28.23,974.15,330.76,27.97,52.35,28.00
1628,1209161,-1.33,-0.79,10.98,-0.00,0.00,-0.03,30.82,28.23,974.15,330.78,27.95,52.34,28.00
1629,1209899,0.00,22.17,8.27,-0.32,-3.82,0.00,84.81,28.24,974.15,330.76,28.00,52.35,28.06
1630,1210638,-1.33,-0.78,10.97,-0.00,0.00,-0.03,30.82,28.24,974.15,330.77,27.97,52.35,28.00
1631,1211377,-1.32,-0.79,10.95,-0.00,0.00,-0.03,30.82,28.24,974.14,330.80,27.97,52.33,28.06
1632,1212116,-1.33,-0.80,10.98,-0.00,0.00,-0.03,30.82,28.24,974.14,330.83,27.98,52.32,28.00
1633,1212855,-1.32,-0.82,10.97,-0.00,0.00,-0.03,30.82,28.24,974.14,330.81,27.95,52.35,28.00
1634,1213594,-1.32,-0.79,10.94,-0.00,0.00,-0.03,30.81,28.24,974.14,330.82,27.98,52.35,28.00
1635,1214333,-1.32,-0.82,10.96,-0.00,0.00,-0.03,30.82,28.24,974.14,330.83,27.98,52.35,28.06
1636,1215072,-1.33,-0.78,10.95,-0.00,0.00,-0.03,30.81,28.24,974.14,330.85,27.97,52.36,28.00
1637,1215811,-1.33,-0.81,10.95,-0.00,0.00,-0.03,30.82,28.24,974.14,330.84,28.00,52.34,28.00
1638,1216550,-1.32,-0.82,10.94,-0.00,0.00,-0.03,30.84,28.24,974.14,330.84,27.97,52.37,28.06
1639,1217289,-1.33,-0.79,10.95,-0.00,0.00,-0.03,30.84,28.24,974.14,330.86,27.98,52.38,28.06
1640,1218079,-2.66,-1.61,21.95,-0.00,0.00,-0.03,30.84,28.24,974.13,330.87,27.97,52.30,28.06
1641,1218818,-1.34,-0.79,10.97,-0.00,0.00,-0.03,30.83,28.25,974.14,330.85,27.98,52.36,28.06
1642,1219557,-1.33,-0.79,10.95,-0.00,0.00,-0.03,30.83,28.25,974.14,330.85,27.97,52.36,28.06
1643,1220296,-1.34,-0.81,10.94,-0.00,0.00,-0.03,30.82,28.25,974.14,330.83,27.98,52.37,28.06
1644,1221035,-1.32,-0.80,10.95,-0.00,0.00,-0.03,30.81,28.25,974.14,330.83,27.98,52.35,28.00
1645,1221774,-1.33,-0.79,10.98,-0.00,0.00,-0.03,30.84,28.25,974.14,330.85,27.98,52.36,28.06
1646,1222513,-1.23,-0.62,-0.62,-0.07,-0.07,-0.07,35.77,28.25,974.14,330.81,27.97,52.34,28.06
1647,1223252,-1.33,-0.78,10.93,-0.00,0.00,-0.03,30.84,28.25,974.14,330.82,28.00,52.34,28.00
1648,1223991,-1.31,-0.79,10.98,-0.00,0.00,-0.03,30.84,28.25,974.14,330.82,28.00,52.38,28.06
1649,1224730,-1.34,-0.80,10.96,-0.00,-0.00,-0.03,30.84,28.25,974.14,330.79,27.97,52.32,28.06
1650,1225469,-1.31,-0.81,10.97,-0.00,0.00,-0.03,30.86,28.25,974.14,330.81,27.97,52.34,28.06
1651,1226207,-1.31,-0.78,10.97,-0.00,0.00,-0.03,30.85,28.25,974.14,330.79,28.00,52.30,28.06
1652,1226947,-1.34,-0.80,10.97,-0.00,0.00,-0.03,30.84,28.25,974.14,330.79,28.00,52.33,28.06
1653,1227686,-1.36,-0.80,10.94,-0.00,0.00,-0.03,30.84,28.26,974.15,330.76,27.97,52.33,28.06
1654,1228425,-1.33,-0.82,10.93,-0.00,0.00,-0.03,30.84,28.26,974.15,330.76,27.98,52.34,28.06
1655,1229164,-1.31,-0.80,10.92,-0.00,0.00,-0.03,30.83,28.26,974.15,330.76,28.01,52.34,28.00
1656,1229903,-1.34,-0.79,10.95,-0.00,-0.00,-0.03,30.86,28.26,974.15,330.76,28.00,52.34,28.00
1657,1230642,-1.31,-0.81,10.93,-0.00,0.00,-0.00,30.85,28.26,974.15,330.76,27.97,52.32,28.06
1658,1231381,-1.33,-0.82,10.94,-0.00,0.00,-0.03,30.84,28.26,974.15,330.72,27.97,52.35,28.06
1659,1232120,-1.33,-0.82,10.97,-0.00,0.00,-0.03,30.85,28.26,974.15,330.74,27.98,52.34,28.06
1660,1232859,-1.31,-0.79,10.96,-0.07,-0.07,-0.07,25.98,28.26,974.15,330.75,27.98,52.32,28.06
1661,1233598,-2.46,-0.62,-0.62,-0.07,-0.07,-0.07,35.77,28.26,974.15,330.73,27.98,52.35,28.06
1662,1234337,-1.31,-0.79,10.97,-0.00,0.00,-0.03,30.85,28.26,974.15,330.73,27.98,52.33,28.06
1663,1235076,-1.33,-0.80,10.93,-0.00,0.00,-0.03,30.86,28.26,974.15,330.72,27.98,52.33,28.06
1664,1235815,-1.33,-0.81,10.96,-0.01,0.00,-0.12,30.84,28.26,974.15,330.73,27.98,52.31,28.06
1665,1236554,-1.34,-0.81,10.97,-0.00,0.00,-0.03,30.84,28.26,974.15,330.73,27.97,52.33,28.06
1666,1237293,-1.32,-0.79,10.97,-0.00,0.00,-0.03,30.85,28.26,974.16,330.70,27.98,52.34,28.06
1667,1238032,-1.33,-0.82,10.96,-0.00,0.00,-0.03,30.84,28.26,974.16,330.70,27.98,52.35,28.06
1668,1238771,-1.33,-0.82,10.97,-0.00,0.00,-0.03,30.86,28.26,974.16,330.68,28.00,52.30,28.00
1669,1239510,-1.33,-0.74,10.93,-0.00,-0.00,-0.03,30.83,28.26,974.16,330.70,27.98,52.36,28.00
1670,1240248,0.00,22.17,8.27,-0.32,-3.82,0.00,84.81,28.26,974.16,330.70,27.97,52.29,28.06
1671,1240987,-1.33,-0.79,10.94,-0.00,0.00,-0.03,30.85,28.26,974.16,330.70,27.97,52.35,28.06
1672,1241726,-1.32,-0.79,10.94,-0.00,0.00,-0.03,30.85,28.26,974.15,330.71,28.00,52.32,28.06
1673,1242465,-1.33,-0.96,10.97,-0.00,0.00,-0.03,30.85,28.26,974.15,330.73,27.98,52.33,28.00
1674,1243204,-1.31,-0.78,10.99,-0.00,-0.00,-0.03,30.85,28.27,974.16,330.69,27.98,52.33,28.00
1675,1243943,-1.32,-0.73,10.97,-0.00,0.00,-0.00,30.84,28.27,974.15,330.72,28.00,52.34,28.06
1676,1244733,-2.63,-1.77,21.94,-0.00,0.00,-0.03,30.82,28.27,974.15,330.71,28.00,52.34,28.00
1677,1245472,-1.33,-0.78,10.96,-0.00,0.00,-0.03,30.85,28.27,974.15,330.71,27.97,52.34,28.06
1678,1246211,-1.33,-0.82,10.95,-0.00,0.00,-0.03,30.84,28.27,974.15,330.72,27.97,52.32,28.06
1679,1246950,-1.33,-0.81,10.98,-0.00,0.00,-0.00,30.86,28.27,974.15,330.74,27.97,52.34,28.06
1680,1247689,-1.32,-0.79,10.95,-0.00,0.00,-0.03,30.86,28.27,974.15,330.70,27.98,52.31,28.06
1681,1248428,-1.32,-0.81,10.97,-0.00,-0.00,-0.03,30.85,28.27,974.15,330.73,27.97,52.30,28.06
1682,1249167,-1.32,-0.83,10.96,-0.00,0.00,-0.03,30.86,28.27,974.15,330.73,27.97,52.33,28.06
1683,1249906,-1.30,-0.89,10.96,-0.00,0.00,-0.00,30.85,28.27,974.16,330.68,28.00,52.34,28.06
1684,1250645,-1.35,-0.92,10.97,-0.00,0.00,-0.03,30.88,28.27,974.16,330.69,27.97,52.34,28.06
1685,1251384,-1.36,-0.81,10.97,-0.00,0.00,-0.03,30.87,28.27,974.16,330.69,27.95,52.33,28.06
1686,1252123,-1.36,-0.79,10.93,-0.00,0.00,-0.03,30.86,28.27,974.16,330.68,28.00,52.34,28.06
1687,1252862,-1.34,-0.90,10.99,-0.00,0.00,-0.03,30.86,28.27,974.16,330.69,27.98,52.34,28.06
1688,1253601,-1.35,-0.78,10.98,-0.00,0.00,-0.03,30.85,28.28,974.16,330.67,27.97,52.30,28.06
1689,1254340,-1.31,-0.80,10.96,-0.00,0.00,-0.03,30.84,28.28,974.16,330.67,27.98,52.32,28.00
1690,1255079,-1.38,-0.86,10.96,-0.00,0.00,-0.03,30.85,28.28,974.16,330.69,27.98,52.32,28.06
1691,1255818,-1.33,-0.79,10.97,-0.00,-0.00,-0.03,30.86,28.28,974.16,330.69,27.97,52.33,28.00
1692,1256557,-1.26,-0.73,10.92,-0.07,-0.07,-0.07,25.98,28.28,974.15,330.73,27.98,52.32,28.06
1693,1257347,-2.67,-1.43,21.91,-0.00,-0.00,-0.03,30.85,28.28,974.15,330.73,27.98,52.33,28.06
1694,1258086,-1.32,-0.79,10.93,-0.00,0.00,-0.03,30.86,28.28,974.15,330.74,28.00,52.30,28.00
1695,1258825,-1.34,-0.85,10.96,-0.00,0.00,-0.03,30.86,28.28,974.15,330.71,28.00,52.32,28.06
1696,1259564,-2.68,-1.56,21.97,-0.00,0.00,-0.03,30.86,28.28,974.15,330.72,28.00,52.32,28.06
1697,1260303,-1.36,-0.77,10.94,-0.00,0.00,-0.03,30.87,28.28,974.15,330.74,28.00,52.32,28.06
1698,1261042,-1.33,-0.80,11.01,-0.00,0.00,-0.03,30.87,28.28,974.15,330.75,28.00,52.28,28.12
1699,1261781,-1.33,-0.79,10.99,-0.00,0.00,-0.03,30.85,28.28,974.15,330.75,28.00,52.31,28.06
1700,1262520,-1.35,-0.79,10.99,-0.00,0.00,-0.03,30.86,28.28,974.15,330.73,27.97,52.30,28.06
1701,1263259,-1.31,-0.80,10.94,-0.00,0.00,-0.03,30.86,28.28,974.15,330.75,28.00,52.30,28.00
1702,1263998,-1.33,-0.82,10.96,-0.00,-0.00,-0.03,30.86,28.28,974.15,330.76,28.00,52.32,28.06
1703,1264737,-1.33,-0.80,10.94,-0.00,0.00,-0.03,30.87,28.28,974.15,330.76,28.00,52.30,28.06
1704,1265476,-1.34,-0.82,10.96,-0.00,0.00,-0.03,30.86,28.28,974.14,330.79,28.00,52.34,28.06
1705,1266215,-1.34,-0.82,10.96,-0.00,0.00,-0.03,30.87,28.28,974.14,330.79,27.98,52.33,28.06
1706,1266954,-1.33,-0.80,10.96,-0.00,0.00,-0.03,30.86,28.28,974.14,330.79,27.98,52.27,28.06
1707,1267693,-2.66,-1.56,21.91,-0.00,0.00,-0.03,30.86,28.28,974.14,330.79,27.98,52.31,28.06
1708,1268432,-1.35,-0.82,10.98,-0.00,0.00,-0.03,30.85,28.28,974.14,330.83,27.98,52.30,28.06
1709,1269171,-1.33,-0.80,10.96,-0.00,0.00,-0.03,30.87,28.28,974.14,330.85,28.00,52.29,28.06
1710,1269910,-1.31,-0.80,10.94,-0.00,0.00,-0.03,30.85,28.28,974.14,330.86,27.98,52.33,28.06
1711,1270649,-1.34,-0.80,10.95,-0.07,-0.07,-0.07,35.77,28.28,974.14,330.86,28.00,52.31,28.06
1712,1271388,-1.33,-0.81,10.96,-0.00,0.00,-0.03,30.86,28.28,974.14,330.86,27.98,52.31,28.06
1713,1272127,-1.34,-0.79,10.96,-0.00,0.00,-0.03,30.86,28.28,974.14,330.86,27.98,52.28,28.06
1714,1272866,-1.34,-0.80,10.95,-0.00,0.00,-0.03,30.87,28.28,974.13,330.89,28.00,52.28,28.06
1715,1273605,-1.32,-0.80,10.95,-0.00,-0.00,-0.03,30.85,28.28,974.13,330.89,27.98,52.32,28.06
1716,1274344,-1.30,-0.79,10.99,-0.00,0.00,-0.03,30.86,28.28,974.13,330.91,28.00,52.31,28.06
1717,1275083,-1.35,-0.80,10.95,-0.00,0.00,-0.03,30.86,28.28,974.13,330.91,28.01,52.27,28.06
1718,1275822,-1.35,-0.80,10.95,-0.00,-0.00,-0.03,30.87,28.28,974.13,330.92,28.01,52.31,28.12
1719,1276561,-1.32,-0.79,10.96,-0.00,0.00,-0.03,30.85,28.28,974.13,330.92,28.00,52.32,28.06
1720,1277300,-1.34,-0.80,10.97,-0.00,0.00,-0.03,30.86,28.28,974.13,330.92,28.00,52.28,28.06
1721,1278039,-1.34,-0.80,10.96,-0.00,0.00,-0.03,30.85,28.28,974.13,330.87,27.98,52.31,28.06
1722,1278778,-1.32,-0.79,10.94,-0.00,0.00,-0.03,30.87,28.28,974.13,330.87,28.00,52.31,28.06
1723,1279517,-1.34,-0.80,10.97,-0.00,0.00,-0.03,30.85,28.28,974.13,330.87,27.98,52.30,28.06
1724,1280256,-1.33,-0.81,10.97,-0.00,0.00,-0.03,30.84,28.28,974.14,330.86,27.98,52.30,28.06
1725,1280995,-1.33,-0.80,10.95,-0.00,0.00,-0.03,30.85,28.28,974.13,330.87,28.00,52.28,28.06
1726,1281734,-1.33,-0.78,10.97,-0.00,0.00,-0.00,30.85,28.28,974.13,330.87,27.98,52.28,28.06
1727,1282473,-1.34,-0.79,10.96,-0.00,0.00,-0.03,30.87,28.28,974.13,330.89,28.00,52.26,28.06
1728,1283212,-1.35,-0.81,10.97,-0.00,0.00,-0.03,30.85,28.28,974.13,330.89,27.98,52.31,28.06
1729,1283951,-1.32,-0.80,10.96,-0.00,0.00,-0.03,30.86,28.29,974.14,330.83,28.00,52.32,28.12
1730,1284690,-1.34,-0.81,10.95,-0.00,0.00,-0.03,30.87,28.29,974.14,330.82,28.00,52.32,28.06
1731,1285429,-1.35,-0.78,10.97,-0.00,0.00,-0.03,30.85,28.29,974.14,330.85,28.00,52.30,28.06
1732,1286168,-1.35,-0.79,10.96,-0.00,0.00,-0.03,30.88,28.29,974.14,330.86,27.97,52.30,28.06
1733,1286907,-1.34,-0.79,10.95,-0.00,0.00,-0.03,30.84,28.29,974.13,330.88,28.00,52.34,28.06
1734,1287645,-1.33,-0.80,10.97,-0.00,0.00,-0.03,30.88,28.29,974.13,330.88,28.01,52.29,28.12
1735,1288385,-1.35,-0.80,10.96,-0.00,0.00,-0.03,30.86,28.29,974.13,330.89,28.00,52.31,28.06
1736,1289124,-1.34,-0.79,10.97,-0.00,0.00,-0.03,30.87,28.29,974.13,330.87,28.01,52.26,28.06
1737,1289863,-1.34,-0.79,10.97,-0.00,0.00,-0.03,30.86,28.29,974.13,330.87,28.02,52.32,28.06
1738,1290602,-1.33,-0.79,10.98,-0.00,0.00,-0.03,30.85,28.29,974.13,330.89,28.01,52.28,28.06
1739,1291341,-1.34,-0.80,10.97,-0.00,0.00,-0.03,30.87,28.29,974.13,330.92,28.01,52.30,28.06
1740,1292080,-1.35,-0.81,10.98,-0.00,0.00,-0.03,30.85,28.29,974.13,330.93,28.02,52.31,28.12
1741,1292819,-1.33,-0.80,10.96,-0.00,0.00,-0.03,30.87,28.29,974.13,330.90,28.01,52.32,28.06
1742,1293558,-1.36,-0.79,10.94,-0.00,0.00,-0.03,30.88,28.29,974.13,330.90,28.02,52.27,28.12
1743,1294297,-1.31,-0.78,10.97,-0.00,0.00,-0.03,30.87,28.29,974.13,330.90,28.01,52.26,28.06
1744,1295036,-1.34,-0.82,10.93,-0.00,0.00,-0.03,30.87,28.29,974.13,330.90,28.01,52.29,28.06
1745,1295775,-1.33,-0.77,10.97,-0.00,0.00,-0.03,30.87,28.29,974.13,330.91,28.04,52.26,28.12
1746,1296514,-1.33,-0.81,10.92,-0.00,0.00,-0.03,30.86,28.29,974.13,330.88,28.02,52.31,28.12
1747,1297253,-1.32,-0.79,10.94,-0.00,0.00,-0.03,30.84,28.29,974.13,330.91,28.01,52.28,28.12
1748,1297992,-1.31,-0.80,10.96,-0.00,-0.07,-0.07,30.88,28.29,974.13,330.92,28.01,52.27,28.06
1749,1298731,-1.32,-0.79,10.97,-0.00,0.00,-0.03,30.87,28.29,974.13,330.92,28.04,52.26,28.06
1750,1299470,-1.34,-0.79,10.97,-0.00,0.00,-0.00,30.87,28.29,974.13,330.92,28.00,52.27,28.06
1751,1300260,-2.65,-1.62,21.88,-0.00,0.00,-0.03,30.87,28.30,974.13,330.89,27.98,52.26,28.06
1752,1300999,-1.32,-0.80,10.95,-0.00,0.00,-0.03,30.85,28.30,974.13,330.90,28.02,52.28,28.12
1753,1301738,-1.32,-0.81,10.94,-0.00,0.00,-0.03,30.87,28.30,974.13,330.90,28.02,52.28,28.06
1754,1302477,-1.33,-0.80,10.98,-0.00,0.00,-0.03,30.86,28.30,974.13,330.90,28.01,52.30,28.06
1755,1303216,-1.35,-0.80,10.98,-0.00,0.00,-0.03,30.84,28.30,974.13,330.92,28.01,52.26,28.06
1756,1303955,-2.70,-1.61,21.89,-0.00,0.00,-0.03,30.86,28.30,974.13,330.92,28.00,52.31,28.06
1757,1304694,-1.35,-0.80,10.95,-0.00,0.00,-0.03,30.84,28.30,974.13,330.88,28.00,52.29,28.06
1758,1305433,-1.34,-0.81,10.98,-0.07,-0.07,-0.07,25.98,28.30,974.13,330.88,28.02,52.27,28.06
1759,1306172,-1.33,-0.81,10.94,-0.00,0.00,-0.03,30.88,28.30,974.13,330.90,28.01,52.26,28.12
1760,1306911,-1.34,-0.80,10.97,-0.00,0.00,-0.03,30.88,28.30,974.13,330.90,28.01,52.30,28.06
1761,1307650,-1.33,-0.80,10.97,-0.00,0.00,-0.03,30.87,28.30,974.13,330.92,27.98,52.30,28.12
1762,1308389,-1.34,-0.80,10.95,-0.00,0.00,-0.03,30.86,28.30,974.13,330.93,28.00,52.29,28.06
1763,1309128,-1.33,-0.80,10.98,-0.00,0.00,-0.03,30.87,28.30,974.13,330.93,28.01,52.26,28.06
1764,1309867,-1.35,-0.80,10.95,-0.00,0.00,-0.03,30.85,28.30,974.13,330.92,27.98,52.27,28.06
1765,1310606,-1.33,-0.80,10.98,-0.00,0.00,-0.03,30.86,28.29,974.12,330.96,28.00,52.28,28.06
1766,1311345,-1.33,-0.80,10.96,-0.00,0.00,-0.03,30.86,28.29,974.13,330.95,28.00,52.25,28.06
1767,1312084,-1.35,-0.81,10.96,-0.00,0.00,-0.03,30.87,28.29,974.13,330.92,28.01,52.30,28.06
1768,1312823,-1.36,-0.80,10.96,-0.00,0.00,-0.03,30.86,28.29,974.13,330.91,28.00,52.26,28.06
1769,1313562,-1.34,-0.80,10.97,-0.00,0.00,-0.03,30.84,28.29,974.13,330.92,28.01,52.27,28.06
1770,1314301,-1.33,-0.83,-0.62,-0.14,-0.14,-0.14,35.02,28.29,974.13,330.91,28.00,52.28,28.06
1771,1315040,-1.33,-0.80,10.97,-0.00,0.00,-0.03,30.85,28.29,974.13,330.93,28.00,52.28,28.06
1772,1315779,-1.33,-0.81,10.94,-0.00,0.00,-0.03,30.85,28.29,974.13,330.90,28.01,52.31,28.06
1773,1316518,-1.33,-0.78,10.96,-0.07,-0.07,-0.07,35.77,28.29,974.13,330.90,27.98,52.31,28.06
1774,1317257,-1.34,-0.79,10.98,-0.00,0.00,-0.03,30.85,28.29,974.13,330.90,28.00,52.25,28.06
1775,1317996,-1.34,-0.79,10.96,-0.00,0.00,-0.03,30.86,28.29,974.13,330.90,27.97,52.25,28.12
1776,1318735,-1.34,-0.81,10.97,-0.00,0.00,-0.03,30.86,28.29,974.13,330.88,27.98,52.27,28.06
1777,1319474,-1.34,-0.80,10.96,-0.00,0.00,-0.03,30.83,28.29,974.14,330.87,27.98,52.27,28.06
1778,1320213,-1.33,-0.81,10.96,-0.00,0.00,-0.03,30.86,28.29,974.13,330.88,28.00,52.24,28.06
1779,1320952,-1.35,-0.80,11.00,-0.00,0.00,-0.03,30.86,28.29,974.13,330.92,28.00,52.28,28.12
1780,1321691,-1.33,-0.80,10.95,-0.07,-0.07,-0.07,30.84,28.29,974.13,330.92,27.98,52.28,28.06
1781,1322430,-1.34,-0.80,10.96,-0.00,-0.27,-0.27,30.86,28.29,974.13,330.92,27.97,52.23,28.06
1782,1323169,-1.34,-0.79,10.92,-0.00,0.00,-0.03,30.83,28.29,974.13,330.92,27.98,52.28,28.06
1783,1323908,-1.33,-0.80,10.94,-0.00,0.00,-0.03,30.86,28.29,974.13,330.93,27.97,52.26,28.06
1784,1324647,-1.34,-0.79,10.97,-0.00,0.00,-0.03,30.86,28.29,974.13,330.93,27.97,52.27,28.06
1785,1325386,-1.35,-0.83,10.95,-0.00,0.00,-0.03,30.85,28.29,974.12,330.96,27.98,52.25,28.06
1786,1326125,-1.34,-0.79,10.97,-0.00,0.00,-0.03,30.85,28.29,974.12,330.96,27.98,52.24,28.06
1787,1326864,-1.35,-0.80,10.95,-0.00,0.00,-0.03,30.87,28.29,974.13,330.95,27.97,52.24,28.06
1788,1327603,-1.35,-0.80,10.96,-0.00,0.00,-0.03,30.87,28.29,974.13,330.95,27.98,52.27,28.06
1789,1328342,-1.36,-0.81,10.95,-0.00,0.00,-0.03,30.85,28.29,974.13,330.95,27.97,52.29,28.06
1790,1329081,-1.33,-0.79,10.92,-0.00,0.00,-0.03,30.87,28.29,974.13,330.91,28.00,52.27,28.06
1791,1329820,-1.33,-0.80,10.96,-0.07,-0.07,-0.07,25.98,28.29,974.13,330.91,27.98,52.27,28.12
1792,1330559,-1.35,-0.80,10.94,-0.00,0.00,-0.03,30.85,28.29,974.13,330.89,27.98,52.27,28.06
1793,1331298,-1.33,-0.80,10.96,-0.07,-0.07,-0.07,25.98,28.29,974.13,330.89,27.98,52.29,28.06
1794,1332037,-1.35,-0.82,10.93,-0.00,0.00,-0.03,30.86,28.29,974.13,330.89,27.98,52.24,28.06
1795,1332776,-1.35,-0.82,10.95,-0.00,0.00,-0.03,30.86,28.29,974.13,330.92,27.98,52.27,28.06
1796,1333566,-2.65,-1.59,21.95,-0.00,0.00,-0.03,30.86,28.29,974.13,330.92,27.98,52.26,28.06
1797,1334305,-1.34,-0.78,10.97,-0.00,0.00,-0.03,30.87,28.29,974.13,330.91,27.98,52.27,28.06
1798,1335044,-1.34,-0.81,10.96,-0.00,0.00,-0.03,30.87,28.29,974.13,330.87,27.95,52.25,28.06
1799,1335783,-1.33,-0.80,10.96,-0.01,0.00,-0.12,30.86,28.29,974.13,330.92,27.98,52.30,28.06
1800,1336573,-2.67,-1.62,21.92,-0.00,0.00,-0.03,30.86,28.29,974.13,330.89,27.97,52.24,28.06
1801,1337312,-1.36,-0.79,10.96,-0.07,-0.07,-0.07,30.85,28.29,974.13,330.89,27.97,52.28,28.06
1802,1338051,-1.35,-0.82,10.94,-0.00,0.00,-0.03,30.86,28.29,974.13,330.92,27.97,52.26,28.06
1803,1338790,-1.35,-0.80,10.96,-0.00,0.00,-0.03,30.87,28.29,974.13,330.92,27.98,52.24,28.06
1804,1339529,-1.33,-0.80,10.94,-0.00,0.00,-0.03,30.87,28.29,974.13,330.95,27.98,52.28,28.06
1805,1340268,-1.35,-0.80,10.96,-0.00,0.00,-0.03,30.87,28.29,974.12,330.96,27.98,52.23,28.06
1806,1341007,-1.33,-0.79,10.94,-0.00,0.00,-0.03,30.88,28.29,974.12,330.96,27.97,52.26,28.06
1807,1341746,-1.35,-0.81,10.94,-0.00,0.00,-0.03,30.87,28.29,974.12,330.96,27.98,52.25,28.06
1808,1342485,-1.34,-0.83,10.97,-0.00,-0.00,-0.03,30.87,28.29,974.12,330.97,27.98,52.22,28.06
1809,1343224,-1.38,-0.82,10.97,-0.00,0.00,-0.03,30.87,28.29,974.13,330.93,27.98,52.29,28.06
1810,1343963,-1.36,-0.80,10.96,-0.00,-0.07,-0.07,30.87,28.29,974.13,330.94,27.97,52.23,28.06
1811,1344702,-1.34,-0.80,10.97,-0.00,0.00,-0.03,30.85,28.29,974.12,330.97,28.00,52.25,28.06
1812,1345441,-1.34,-0.81,10.96,-0.00,0.00,-0.03,30.87,28.29,974.12,330.97,27.98,52.24,28.06
1813,1346180,-1.34,-0.80,10.93,-0.00,0.00,-0.03,30.88,28.29,974.12,330.97,27.98,52.25,28.06
