Pacote,Tempo_ms,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Temp_MPU(C),Temp_BMP(C),Pressao(hPa),Altitude(m),Temp_SHT(C),Umidade_SHT(%),Temp_DS18B20(C)
1,2660,-1.31,-0.82,10.94,-0.00,-0.00,-0.03,28.89,27.85,974.47,328.01,27.54,53.18,27.56
2,3399,-1.31,-0.80,10.92,-0.00,-0.07,-0.07,29.01,27.80,974.40,328.55,27.54,53.11,27.56
3,4138,-1.33,-0.81,10.93,-0.00,0.00,-0.03,29.12,27.80,974.41,328.49,27.53,53.13,27.56
4,4877,-1.34,-0.81,10.93,0.00,-0.00,-0.03,29.18,27.80,974.42,328.44,27.53,53.14,27.50
5,5616,-1.35,-0.79,10.92,-0.00,-0.00,-0.03,29.22,27.80,974.42,328.39,27.53,53.16,27.56
6,6355,-1.34,-0.80,10.95,-0.00,-0.00,-0.03,29.27,27.80,974.43,328.35,27.56,53.18,27.56
7,7094,-1.34,-0.79,10.96,-0.00,-0.00,-0.03,29.29,27.80,974.44,328.26,27.53,53.19,27.56
8,7833,-1.32,-0.80,10.96,-0.00,0.00,-0.03,29.31,27.80,974.44,328.23,27.52,53.16,27.56
9,8572,-1.32,-0.80,10.91,-0.00,0.00,-0.03,29.34,27.80,974.45,328.19,27.53,53.16,27.56
10,9311,-1.33,-0.79,10.93,-0.00,0.00,-0.03,29.35,27.80,974.45,328.17,27.53,53.15,27.56
11,10050,-1.33,-0.79,10.95,-0.00,-0.00,-0.03,29.38,27.80,974.45,328.18,27.54,53.13,27.56
12,10789,-1.34,-0.82,10.94,-0.00,-0.00,-0.03,29.41,27.80,974.45,328.15,27.52,53.15,27.56
13,11528,-1.35,-0.81,10.96,-0.00,0.00,-0.03,29.41,27.80,974.45,328.12,27.52,53.16,27.56
14,12267,-1.34,-0.80,10.93,-0.00,0.00,-0.03,29.43,27.80,974.46,328.09,27.54,53.15,27.56
15,13006,-1.33,-0.80,10.97,-0.00,0.00,-0.03,29.43,27.80,974.47,328.03,27.52,53.15,27.56
16,13745,-1.32,-0.79,10.93,-0.00,-0.00,-0.03,29.46,27.80,974.47,328.02,27.52,53.15,27.62
17,14484,-1.34,-0.81,10.94,-0.00,0.00,-0.03,29.48,27.80,974.47,328.01,27.53,53.16,27.56
18,15223,-1.32,-0.81,10.93,-0.00,0.00,-0.03,29.48,27.80,974.47,327.99,27.54,53.17,27.56
19,15962,-1.31,-0.79,10.94,-0.00,0.00,-0.03,29.51,27.79,974.47,327.98,27.52,53.15,27.56
20,16701,-1.35,-0.80,10.94,-0.00,-0.00,-0.03,29.51,27.79,974.47,327.97,27.52,53.14,27.56
21,17440,-1.34,-0.79,10.97,-0.00,-0.00,-0.03,29.52,27.79,974.47,327.98,27.50,53.15,27.56
22,18179,-1.32,-0.79,10.93,-0.00,-0.00,-0.03,29.55,27.79,974.47,327.98,27.52,53.18,27.56
23,18918,-1.34,-0.80,10.97,-0.00,0.00,-0.03,29.56,27.79,974.47,327.98,27.50,53.15,27.56
24,19657,-1.33,-0.80,10.95,-0.00,0.00,-0.03,29.55,27.79,974.47,328.00,27.49,53.19,27.56
25,20396,-1.33,-0.81,10.93,-0.00,0.00,-0.03,29.55,27.79,974.47,327.98,27.50,53.16,27.56
26,21135,-1.34,-0.81,10.97,-0.00,0.00,-0.03,29.58,27.79,974.47,327.98,27.47,53.13,27.56
27,21874,-1.36,-0.80,10.93,-0.00,0.00,-0.03,29.57,27.79,974.47,327.98,27.49,53.13,27.56
28,22613,-1.32,-0.80,10.94,-0.00,-0.00,-0.03,29.57,27.79,974.47,328.00,27.49,53.14,27.56
29,23352,-1.35,-0.78,10.97,-0.00,0.00,-0.03,29.59,27.79,974.47,327.99,27.49,53.12,27.62
30,24091,-1.32,-0.82,10.96,-0.00,0.00,-0.03,29.58,27.79,974.48,327.94,27.47,53.14,27.62
31,24879,-2.30,22.17,8.27,-0.32,-3.82,0.00,84.81,27.79,974.47,327.95,27.47,53.13,27.56
32,25618,-1.33,-0.80,10.95,-0.00,-0.00,-0.12,29.61,27.79,974.48,327.93,27.47,53.16,27.62
33,26357,-1.34,-0.80,10.94,-0.00,-0.27,-0.27,29.62,27.79,974.47,327.96,27.46,53.17,27.56
34,27097,-1.33,-0.80,10.93,-0.00,0.00,-0.12,29.64,27.79,974.48,327.93,27.46,53.12,27.62
35,27836,-1.34,-0.80,10.94,-0.00,0.00,-0.03,29.64,27.79,974.48,327.93,27.47,53.18,27.56
36,28575,-1.36,-0.79,10.97,-0.00,0.00,-0.03,29.65,27.79,974.48,327.93,27.46,53.14,27.56
37,29314,-1.32,-0.80,10.94,-0.00,-0.00,-0.03,29.65,27.79,974.48,327.92,27.46,53.14,27.56
38,30104,-2.63,-1.58,21.95,-0.00,0.00,-0.03,29.67,27.79,974.48,327.92,27.46,53.12,27.56
39,30843,-1.33,-0.79,10.94,-0.00,0.00,-0.03,29.68,27.79,974.48,327.92,27.47,53.14,27.56
40,31582,-1.33,-0.80,10.97,-0.00,0.00,-0.00,29.67,27.79,974.48,327.93,27.47,53.12,27.56
41,32321,-1.34,-0.81,10.94,-0.00,-0.00,-0.03,29.70,27.79,974.48,327.92,27.47,53.12,27.56
42,33060,-1.31,-0.79,10.96,-0.00,-0.07,-0.07,29.70,27.79,974.48,327.90,27.47,53.12,27.56
43,33799,-1.33,-0.80,10.92,-0.00,0.00,-0.03,29.69,27.79,974.48,327.94,27.47,53.17,27.56
44,34538,-1.33,-0.81,10.95,-0.00,0.00,-0.03,29.72,27.79,974.47,327.95,27.47,53.13,27.56
45,35277,-1.34,-0.80,10.94,0.00,-0.00,-0.03,29.71,27.79,974.48,327.92,27.46,53.15,27.62
46,36067,-2.70,-1.61,21.87,-0.00,0.00,-0.03,29.73,27.79,974.48,327.92,27.47,53.14,27.56
47,36806,-1.33,-0.79,10.98,-0.00,0.00,-0.03,29.73,27.79,974.48,327.92,27.46,53.13,27.56
48,37545,-1.34,-0.80,10.96,-0.01,0.00,-0.12,29.75,27.79,974.47,327.97,27.47,53.14,27.62
49,38284,-1.32,-0.79,10.93,-0.07,-0.07,-0.07,35.77,27.79,974.47,327.98,27.47,53.12,27.56
50,39023,-1.35,-0.81,10.94,-0.00,-0.00,-0.03,29.76,27.79,974.47,327.97,27.46,53.14,27.56
51,39762,-1.32,-0.81,10.95,-0.00,0.00,-0.03,29.77,27.79,974.47,327.98,27.47,53.12,27.56
52,40501,-1.33,-0.80,10.96,-0.00,-0.00,-0.03,29.74,27.79,974.47,328.00,27.47,53.15,27.62
53,41290,-2.67,-1.61,-1.24,-0.07,-0.07,-0.07,35.77,27.79,974.47,328.00,27.47,53.16,27.62
54,42029,-1.34,-0.81,10.94,-0.00,-0.00,-0.03,29.78,27.79,974.47,328.00,27.49,53.12,27.62
55,42768,-1.32,-0.79,10.95,-0.00,-0.00,-0.03,29.80,27.79,974.47,328.01,27.46,53.10,27.56
56,43507,-1.34,-0.81,10.95,-0.00,0.00,-0.03,29.81,27.79,974.47,328.00,27.47,53.09,27.56
57,44246,-1.36,-0.78,10.94,-0.00,-0.07,-0.07,29.80,27.79,974.47,328.01,27.46,53.14,27.62
58,44985,-1.33,-0.78,10.95,-0.00,0.00,-0.03,29.81,27.79,974.47,328.01,27.47,53.13,27.62
59,45724,-1.23,-0.62,-0.62,-0.07,-0.07,-0.07,35.77,27.79,974.47,328.03,27.46,53.12,27.56
60,46463,-1.33,-0.80,10.95,-0.00,0.00,-0.03,29.83,27.79,974.46,328.04,27.47,53.10,27.62
61,47202,-1.33,-0.80,10.97,-0.00,0.00,-0.03,29.82,27.79,974.46,328.04,27.49,53.12,27.62
62,47941,-1.34,-0.79,10.96,-0.00,0.00,-0.03,29.83,27.79,974.46,328.04,27.49,53.11,27.62
63,48680,-1.33,-0.80,10.94,-0.00,-0.00,-0.03,29.86,27.79,974.46,328.04,27.47,53.15,27.62
64,49419,-1.33,-0.79,10.93,-0.00,0.00,-0.03,29.83,27.79,974.46,328.04,27.46,53.14,27.62
65,50158,-1.33,-0.80,10.93,-0.00,-0.00,-0.03,29.85,27.79,974.46,328.04,27.47,53.13,27.62
66,50897,-1.31,-0.79,10.95,-0.00,-0.00,-0.07,29.85,27.79,974.47,328.00,27.49,53.15,27.62
67,51636,-1.34,-0.80,10.94,-0.00,0.00,-0.03,29.86,27.79,974.47,328.02,27.46,53.12,27.62
68,52375,-1.34,-0.80,10.92,-0.01,0.00,-0.12,29.88,27.79,974.47,328.02,27.49,53.12,27.62
69,53114,-1.32,-0.80,10.95,-0.00,-0.00,-0.03,29.87,27.79,974.47,328.03,27.46,53.12,27.56
70,53853,-1.33,-0.80,10.95,-0.00,0.00,-0.03,29.87,27.79,974.47,328.03,27.47,53.15,27.62
71,54592,-1.34,-0.83,10.94,-0.00,0.00,-0.03,29.89,27.79,974.46,328.05,27.46,53.12,27.56
72,55331,-1.33,-0.79,10.96,-0.00,0.00,-0.03,29.89,27.79,974.47,328.01,27.46,53.15,27.62
73,56070,-1.35,-0.80,10.95,-0.00,0.00,-0.03,29.89,27.79,974.47,328.03,27.49,53.12,27.56
74,56809,-1.34,-0.78,10.96,-0.00,0.00,-0.03,29.91,27.79,974.47,328.03,27.49,53.12,27.62
75,57548,-1.32,-0.79,10.96,-0.00,-0.00,-0.03,29.90,27.79,974.47,328.03,27.46,53.11,27.62
76,58338,-2.68,-1.60,21.91,-0.00,0.00,-0.03,29.89,27.79,974.47,328.03,27.47,53.16,27.62
77,59077,-1.34,-0.81,10.96,-0.00,-0.00,-0.03,29.93,27.79,974.46,328.04,27.45,53.12,27.62
78,59816,-1.32,-0.80,10.93,-0.00,0.00,-0.03,29.92,27.79,974.46,328.04,27.45,53.11,27.62
79,60555,-1.33,-0.80,10.96,-0.00,0.00,-0.03,29.94,27.79,974.46,328.04,27.47,53.12,27.62
80,61294,-1.33,-0.80,10.94,-0.00,0.00,-0.03,29.94,27.80,974.47,328.02,27.45,53.09,27.62
81,62033,-1.33,-0.78,10.95,-0.00,0.00,-0.03,29.94,27.80,974.47,328.02,27.47,53.14,27.62
82,62772,-1.33,-0.80,10.94,-0.00,0.00,-0.03,29.93,27.80,974.47,328.02,27.46,53.10,27.62
83,63511,-1.33,-0.80,10.95,-0.00,0.00,-0.03,29.95,27.80,974.47,328.02,27.47,53.12,27.56
84,64301,-2.63,-1.58,21.92,-0.00,0.00,-0.03,29.94,27.80,974.47,328.02,27.47,53.13,27.56
85,65040,-1.33,-0.80,10.95,-0.00,0.00,-0.03,29.94,27.80,974.47,328.01,27.45,53.08,27.56
86,65779,-1.35,-0.80,10.96,-0.00,0.00,-0.03,29.94,27.80,974.47,327.99,27.47,53.13,27.56
87,66518,-1.34,-0.79,10.95,-0.00,0.00,-0.03,29.97,27.80,974.47,327.98,27.49,53.11,27.56
88,67257,-1.34,-0.80,10.94,-0.00,-0.00,-0.03,29.95,27.80,974.47,327.96,27.46,53.12,27.56
89,67996,-1.34,-0.82,10.93,-0.00,-0.00,-0.07,29.95,27.80,974.47,327.98,27.47,53.10,27.62
90,68786,-2.66,-1.60,21.90,-0.00,0.00,-0.03,29.98,27.80,974.47,327.96,27.46,53.11,27.56
91,69525,-1.33,-0.80,10.95,-0.00,0.00,-0.03,29.96,27.80,974.47,327.95,27.46,53.09,27.56
92,70264,-1.33,-0.81,10.92,-0.00,-0.00,-0.03,29.98,27.80,974.48,327.92,27.46,53.08,27.62
93,71053,-1.32,-0.79,10.96,-0.01,0.00,-0.12,29.98,27.80,974.48,327.91,27.43,53.10,27.56
94,71792,-1.34,-0.82,10.98,0.00,0.00,-0.03,29.97,27.79,974.48,327.93,27.45,53.12,27.56
95,72531,-2.69,-1.61,21.93,-0.00,0.00,-0.03,30.00,27.79,974.48,327.91,27.43,53.12,27.56
96,73270,-1.34,-0.81,10.95,-0.00,0.00,-0.03,29.97,27.79,974.48,327.91,27.45,53.11,27.56
97,74009,-1.34,-0.79,10.98,-0.00,0.00,-0.03,29.98,27.79,974.48,327.90,27.43,53.10,27.56
98,74748,-1.32,-0.79,10.96,-0.00,0.00,-0.03,29.98,27.79,974.48,327.90,27.42,53.10,27.56
99,75487,-1.35,-0.80,10.95,-0.01,0.00,-0.11,29.97,27.79,974.48,327.92,27.43,53.13,27.56
100,76226,-1.34,-0.80,10.96,-0.00,0.00,-0.03,30.00,27.79,974.48,327.90,27.42,53.15,27.56
101,76965,-1.34,-0.80,10.99,-0.00,-0.00,-0.03,29.99,27.79,974.48,327.90,27.43,53.12,27.56
102,77704,-1.34,-0.79,10.95,-0.00,0.00,-0.03,29.98,27.79,974.48,327.92,27.43,53.12,27.56
103,78443,-1.32,-0.80,10.95,-0.00,0.00,-0.03,30.00,27.79,974.48,327.92,27.43,53.10,27.56
104,79182,-1.34,-0.80,10.96,-0.00,0.00,-0.03,30.01,27.79,974.48,327.89,27.42,53.10,27.56
105,79921,-1.33,-0.81,10.94,-0.00,0.00,-0.03,30.02,27.79,974.48,327.91,27.42,53.09,27.56
106,80660,-1.35,-0.81,10.96,-0.00,0.00,-0.03,30.01,27.79,974.48,327.94,27.42,53.09,27.56
107,81398,-1.34,-0.80,10.95,-0.00,0.00,-0.03,30.00,27.79,974.48,327.94,27.41,53.12,27.56
108,82137,-1.34,-0.80,10.95,-0.00,0.00,-0.03,30.00,27.79,974.48,327.92,27.41,53.12,27.56
109,82877,-1.36,-0.79,10.96,-0.00,0.00,-0.03,30.00,27.79,974.48,327.92,27.41,53.13,27.56
110,83616,-1.33,-0.79,10.96,-0.00,0.00,-0.03,30.01,27.78,974.48,327.92,27.41,53.12,27.56
111,84355,-1.34,-0.81,10.95,-0.00,0.00,-0.03,30.01,27.78,974.48,327.92,27.41,53.08,27.56
112,85094,-1.34,-0.79,11.00,-0.00,0.00,-0.03,30.01,27.78,974.48,327.93,27.39,53.13,27.56
113,85833,-1.33,-0.79,10.97,-0.00,0.00,-0.03,30.03,27.78,974.48,327.93,27.36,53.10,27.50
114,86572,-1.34,-0.82,10.93,-0.00,0.00,-0.03,30.02,27.78,974.48,327.95,27.38,53.08,27.56
115,87311,-1.33,-0.81,10.96,-0.00,0.00,-0.03,30.03,27.78,974.48,327.95,27.39,53.09,27.56
116,88050,-1.34,-0.79,10.94,-0.00,-0.00,-0.03,30.04,27.78,974.48,327.93,27.38,53.11,27.56
117,88789,-1.34,-0.80,10.96,-0.00,0.00,-0.03,30.04,27.78,974.48,327.92,27.36,53.09,27.56
118,89528,-1.35,-0.80,10.96,-0.00,0.00,-0.03,30.04,27.78,974.48,327.90,27.39,53.10,27.56
119,90266,-1.35,-0.80,-0.62,-0.07,-0.07,-0.07,35.77,27.78,974.48,327.92,27.39,53.07,27.56
120,91006,-1.34,-0.78,10.96,-0.00,0.00,-0.03,30.03,27.78,974.48,327.92,27.39,53.10,27.56
121,91745,-1.35,-0.79,10.94,-0.00,0.00,-0.03,30.03,27.78,974.48,327.91,27.39,53.09,27.56
122,92484,-1.33,-0.80,10.94,-0.00,0.00,-0.03,30.07,27.78,974.48,327.89,27.38,53.11,27.56
123,93223,-1.34,-0.80,10.97,-0.00,0.00,-0.03,30.06,27.78,974.48,327.88,27.38,53.08,27.56
124,93962,-1.34,-0.82,10.95,-0.00,0.00,-0.03,30.04,27.78,974.48,327.91,27.39,53.06,27.56
125,94701,-1.32,-0.80,10.94,-0.00,0.00,-0.03,30.06,27.77,974.48,327.93,27.41,53.08,27.56
126,95440,-1.34,-0.81,10.98,-0.00,0.00,-0.00,30.05,27.77,974.48,327.91,27.41,53.09,27.56
127,96179,-1.33,-0.80,10.97,-0.00,0.00,-0.03,30.05,27.77,974.48,327.91,27.39,53.13,27.56
128,96918,-1.33,-0.80,10.95,-0.00,0.00,-0.03,30.04,27.77,974.48,327.91,27.39,53.15,27.56
129,97657,-1.34,-0.80,10.96,-0.00,-0.07,-0.07,30.06,27.77,974.48,327.93,27.41,53.13,27.56
130,98396,-1.35,-0.79,10.96,-0.00,0.00,-0.03,30.05,27.77,974.48,327.93,27.39,53.11,27.50
131,99135,-1.33,-0.81,10.94,-0.00,0.00,-0.03,30.06,27.77,974.48,327.91,27.41,53.09,27.50
132,99874,-1.33,-0.82,10.93,-0.00,0.00,-0.00,30.05,27.77,974.48,327.95,27.39,53.07,27.56
133,100613,-1.32,-0.79,10.97,-0.00,0.00,-0.03,30.07,27.77,974.48,327.92,27.38,53.08,27.50
134,101352,-1.35,-0.81,10.96,-0.00,-0.07,-0.07,30.07,27.77,974.48,327.92,27.38,53.09,27.56
135,102091,-1.33,-0.79,10.98,-0.00,-0.00,-0.03,30.07,27.77,974.48,327.93,27.38,53.09,27.56
136,102830,-1.34,-0.79,10.95,0.00,0.00,-0.00,30.07,27.77,974.48,327.93,27.41,53.09,27.56
137,103569,-1.33,-0.80,10.94,-0.00,0.00,-0.03,30.07,27.77,974.48,327.95,27.38,53.13,27.56
138,104308,-1.35,-0.82,10.95,-0.00,0.00,-0.03,30.07,27.77,974.48,327.92,27.38,53.09,27.56
139,105047,-1.34,-0.81,10.95,-0.00,0.00,-0.03,30.09,27.77,974.47,327.95,27.39,53.10,27.56
140,105835,0.00,22.17,8.27,-0.32,-3.82,0.00,84.81,27.77,974.47,327.95,27.36,53.07,27.50
141,106574,-1.33,-0.78,10.95,-0.00,0.00,-0.03,30.08,27.77,974.48,327.94,27.36,53.09,27.56
142,107313,-1.33,-0.80,10.93,-0.00,-0.00,-0.03,30.10,27.77,974.48,327.92,27.36,53.10,27.50
143,108052,-1.34,-0.78,10.98,-0.00,-0.00,-0.03,30.10,27.77,974.48,327.92,27.38,53.04,27.56
144,108791,-1.35,-0.79,10.92,-0.00,0.00,-0.03,30.09,27.77,974.47,327.96,27.39,53.08,27.56
145,109530,-1.32,-0.79,10.95,-0.00,0.00,-0.03,30.08,27.77,974.48,327.93,27.35,53.07,27.50
146,110269,-1.33,-0.78,10.93,-0.00,0.00,-0.03,30.08,27.77,974.48,327.93,27.35,53.09,27.50
147,111008,-1.32,-0.79,10.95,-0.00,-0.07,-0.07,30.10,27.76,974.47,327.95,27.35,53.07,27.50
148,111747,-1.34,-0.77,10.98,-0.00,0.00,-0.00,30.09,27.76,974.48,327.93,27.36,53.07,27.50
149,112486,-1.36,-0.79,10.97,-0.00,0.00,-0.03,30.09,27.76,974.48,327.93,27.36,53.10,27.56
150,113274,0.00,22.17,8.27,-0.32,-3.82,0.00,84.81,27.76,974.48,327.93,27.36,53.10,27.50
151,114013,-1.31,-0.81,10.94,-0.00,0.00,-0.03,30.10,27.76,974.47,327.96,27.35,53.06,27.50
152,114752,-1.33,-0.79,10.97,-0.00,0.00,-0.03,30.10,27.76,974.47,327.98,27.33,53.07,27.56
153,115491,-2.67,-1.61,21.86,-0.00,-0.00,-0.03,30.09,27.76,974.47,327.98,27.33,53.05,27.50
154,116230,-1.32,-0.80,10.97,-0.00,0.00,-0.03,30.09,27.76,974.47,328.00,27.36,53.05,27.50
155,116969,-1.35,-0.78,10.95,-0.00,0.00,-0.03,30.09,27.76,974.47,328.03,27.35,53.08,27.50
156,117708,-1.33,-0.81,10.96,-0.00,0.00,-0.03,30.09,27.76,974.47,328.00,27.33,53.05,27.50
157,118447,-1.32,-0.81,10.97,-0.00,-0.00,-0.03,30.09,27.76,974.47,328.00,27.35,53.08,27.50
158,119186,-1.35,-0.82,10.98,-0.00,0.00,-0.03,30.11,27.76,974.47,328.02,27.35,53.11,27.50
159,119925,-1.31,-0.79,10.95,-0.00,-0.00,-0.03,30.10,27.76,974.47,328.01,27.35,53.08,27.50
160,120664,-1.35,-0.81,10.96,-0.14,-0.14,-0.14,24.47,27.76,974.47,328.01,27.32,53.05,27.50
161,121403,-1.33,-0.80,10.96,-0.00,-0.00,-0.03,30.12,27.75,974.47,328.03,27.32,53.09,27.50
162,122142,-1.34,-0.82,10.91,-0.00,0.00,-0.03,30.10,27.75,974.47,328.03,27.35,53.08,27.50
163,122881,-1.34,-0.80,10.97,-0.00,-0.00,-0.03,30.12,27.75,974.46,328.04,27.32,53.07,27.50
164,123620,-1.35,-0.79,10.95,-0.00,0.00,-0.00,30.13,27.75,974.46,328.04,27.33,53.08,27.50
165,124359,-1.33,-0.81,10.94,-0.00,0.00,-0.03,30.12,27.75,974.47,328.02,27.35,53.07,27.50
166,125098,-1.32,-0.81,10.95,-0.00,0.00,-0.03,30.12,27.75,974.46,328.04,27.32,53.02,27.50
167,125837,-1.33,-0.80,10.95,-0.00,-0.00,-0.03,30.12,27.75,974.46,328.04,27.32,53.07,27.50
168,126576,-1.34,-0.80,10.95,-0.00,0.00,-0.03,30.13,27.75,974.47,328.03,27.33,53.10,27.50
169,127315,-1.33,-0.81,10.95,-0.00,0.00,-0.03,30.12,27.75,974.47,328.03,27.33,53.07,27.50
170,128054,-1.32,-0.80,10.94,-0.00,0.00,-0.03,30.14,27.75,974.47,328.01,27.32,53.06,27.50
171,128842,-2.30,22.17,8.27,-0.32,-3.82,0.00,84.81,27.75,974.46,328.05,27.35,53.05,27.50
172,129581,-1.33,-0.81,10.97,-0.00,-0.00,-0.03,30.14,27.75,974.46,328.06,27.33,53.07,27.50
173,130320,-1.33,-0.79,10.97,-0.00,0.00,-0.03,30.13,27.75,974.46,328.05,27.32,53.06,27.50
174,131059,-1.33,-0.81,10.92,-0.00,-0.00,-0.00,30.14,27.75,974.47,328.03,27.32,53.01,27.56
175,131798,-1.34,-0.81,10.95,-0.00,0.00,-0.03,30.13,27.75,974.47,328.03,27.33,53.07,27.56
176,132537,-1.33,-0.81,10.94,-0.00,0.00,-0.03,30.15,27.75,974.47,328.02,27.33,53.07,27.56
177,133276,-1.34,-0.80,10.95,-0.00,0.00,-0.03,30.14,27.75,974.47,328.02,27.35,53.06,27.50
178,134016,-1.33,-0.82,10.96,-0.01,0.01,-0.12,30.14,27.75,974.47,328.00,27.33,53.01,27.56
179,134755,-1.34,-0.80,10.95,-0.00,0.00,-0.03,30.17,27.75,974.47,327.99,27.35,53.07,27.56
180,135494,-1.33,-0.79,10.95,-0.00,-0.00,-0.03,30.15,27.75,974.47,327.99,27.35,53.08,27.50
181,136233,-1.34,-0.81,10.95,-0.00,-0.00,-0.03,30.16,27.75,974.47,327.99,27.35,53.04,27.50
182,136972,-1.34,-0.80,10.97,-0.00,-0.00,-0.03,30.15,27.75,974.47,328.00,27.33,53.08,27.50
183,137711,-1.34,-0.80,10.95,-0.00,0.00,-0.03,30.15,27.75,974.47,327.99,27.33,53.05,27.56
184,138450,-1.34,-0.80,10.94,-0.00,0.00,-0.00,30.15,27.75,974.47,327.97,27.33,53.06,27.50
185,139189,-1.34,-0.80,10.95,-0.00,0.00,-0.03,30.14,27.75,974.47,327.97,27.35,53.06,27.50
186,139928,-1.32,-0.80,10.95,-0.00,0.00,-0.03,30.16,27.75,974.47,327.99,27.38,53.03,27.50
187,140666,-1.33,-0.80,10.96,-0.00,0.00,-0.03,30.16,27.75,974.47,327.99,27.35,53.08,27.50
188,141406,-1.32,-0.82,10.95,-0.00,0.00,-0.03,30.15,27.75,974.47,328.00,27.33,53.04,27.50
189,142145,-1.35,-0.80,10.93,-0.07,-0.07,-0.07,35.77,27.75,974.47,327.99,27.33,53.05,27.50
190,142884,-1.34,-0.79,10.95,-0.00,0.00,-0.03,30.15,27.75,974.47,328.00,27.33,53.05,27.50
191,143623,-1.35,-0.79,10.95,-0.00,0.00,-0.03,30.13,27.75,974.47,328.00,27.33,53.07,27.56
192,144362,-1.33,-0.79,10.92,-0.00,-0.00,-0.03,30.16,27.75,974.47,327.98,27.35,53.08,27.50
193,145101,-1.34,-0.80,10.97,-0.00,-0.00,-0.03,30.16,27.75,974.47,327.98,27.35,53.05,27.50
194,145889,0.00,22.17,8.27,-0.32,-3.82,0.00,84.81,27.75,974.47,328.00,27.35,53.06,27.56
195,146628,-1.33,-0.79,10.94,-0.00,0.00,-0.03,30.15,27.75,974.47,328.01,27.35,53.07,27.56
196,147367,-1.33,-0.80,11.00,-0.00,0.00,-0.03,30.18,27.75,974.47,328.03,27.35,53.06,27.50
197,148106,-1.30,-0.79,10.98,-0.00,0.00,-0.03,30.17,27.75,974.47,328.03,27.36,53.05,27.50
198,148845,-1.34,-0.81,10.96,-0.00,0.00,-0.03,30.18,27.75,974.46,328.07,27.32,53.05,27.50
199,149584,-1.31,-0.80,10.96,-0.00,0.00,-0.03,30.18,27.75,974.46,328.04,27.36,53.02,27.50
200,150323,-1.32,-0.79,10.95,-0.00,-0.00,-0.03,30.17,27.75,974.46,328.06,27.33,53.02,27.56
201,151062,-1.33,-0.80,10.97,-0.00,0.00,-0.03,30.16,27.75,974.46,328.06,27.35,53.03,27.50
202,151801,-1.34,-0.80,10.96,-0.00,0.00,-0.03,30.18,27.75,974.46,328.10,27.36,53.07,27.50
203,152540,-1.33,-0.80,10.94,-0.00,0.00,-0.03,30.18,27.75,974.46,328.08,27.35,53.03,27.56
204,153279,-1.34,-0.79,10.98,-0.00,0.00,-0.03,30.18,27.75,974.46,328.08,27.35,53.04,27.56
205,154018,-1.32,-0.79,10.97,-0.00,0.00,-0.03,30.18,27.75,974.46,328.09,27.35,53.05,27.56
206,154757,-1.33,-0.81,10.94,-0.00,0.00,-0.03,30.17,27.75,974.46,328.11,27.36,53.07,27.50
207,155496,-1.34,-0.79,10.94,-0.01,-0.00,-0.12,30.17,27.75,974.45,328.14,27.35,53.05,27.56
208,156235,-1.34,-0.80,10.97,-0.00,0.00,-0.03,30.18,27.75,974.45,328.14,27.38,53.04,27.50
209,156974,-1.35,-0.81,10.97,0.00,0.00,-0.03,30.17,27.75,974.45,328.15,27.38,53.07,27.50
210,157713,-1.35,-0.80,10.96,-0.00,0.00,-0.03,30.20,27.75,974.45,328.15,27.36,53.05,27.56
211,158452,-1.32,-0.80,10.94,-0.00,0.00,-0.03,30.19,27.75,974.45,328.15,27.36,53.04,27.50
212,159191,-1.36,-0.81,10.93,-0.00,0.00,-0.03,30.20,27.75,974.45,328.15,27.36,53.03,27.56
213,159979,0.00,22.17,8.27,-0.32,-3.82,0.00,84.81,27.75,974.45,328.15,27.36,53.07,27.50
214,160718,-1.34,-0.79,10.95,-0.00,-0.07,-0.07,30.20,27.75,974.45,328.13,27.35,53.03,27.50
215,161457,-1.35,-0.80,10.93,-0.00,0.00,-0.03,30.20,27.75,974.45,328.15,27.38,53.08,27.56
216,162196,-1.34,-0.81,10.98,-0.00,0.00,-0.03,30.22,27.75,974.45,328.15,27.38,53.04,27.56
217,162935,-1.34,-0.79,10.94,-0.00,0.00,-0.03,30.23,27.75,974.45,328.15,27.36,53.05,27.56
218,163674,-1.35,-0.80,10.97,-0.00,0.00,-0.03,30.21,27.75,974.45,328.16,27.38,53.05,27.56
219,164462,0.00,22.17,8.27,-0.32,-3.82,0.00,84.81,27.76,974.45,328.14,27.36,53.10,27.50
220,165201,-1.33,-0.81,10.94,-0.00,0.00,-0.03,30.21,27.76,974.45,328.12,27.38,53.03,27.56
221,165940,-1.33,-0.78,10.97,-0.00,0.00,-0.03,30.21,27.76,974.45,328.12,27.36,53.03,27.56
222,166679,-1.33,-0.80,10.98,-0.00,0.00,-0.03,30.21,27.76,974.46,328.11,27.38,53.06,27.56
223,167469,-2.67,-1.59,21.93,-0.00,-0.00,-0.03,30.22,27.76,974.45,328.12,27.41,53.01,27.50
224,168208,-1.34,-0.79,10.94,-0.00,-0.00,-0.03,30.21,27.76,974.46,328.11,27.36,53.08,27.56
225,168947,-1.33,-0.81,10.94,-0.00,0.00,-0.03,30.22,27.76,974.46,328.11,27.36,53.07,27.50
226,169686,-1.33,-0.79,10.94,-0.00,0.00,-0.03,30.21,27.76,974.45,328.12,27.38,53.03,27.56
